Gene seq,Link to JGI page
133,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_018884_81_944
776,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_001705_350_2101
179,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_002830_3_1697
528,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_002769_139_1890
423,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_002190_96_2033
18,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_065250_2_571
65,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_020730_1_912
87,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_016458_2_997
237,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_010352_3_1166
47,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_025136_9_842
120,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_008948_2_1222
154,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_004793_100_1554
304,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_002910_83_1864
162,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_007425_2_1279
19,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_078838_3_530
77,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_017249_140_976
27,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_043346_2_676
609,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_002926_108_1862
70,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_014497_3_1016
69,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_015129_31_1029
203,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_006966_33_1361
201,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_001824_282_2048
744,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_001596_2_1738
103,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_007526_3_1322
65,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_004493_193_1593
47,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_029570_2_790
198,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035585&data_type=assembled&gene_oid=Ga0374541_002317_7_1890
181,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_003613_2_1858
221,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_004236_180_2000
494,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_012721_2_1333
245,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_010320_1_1371
434,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_017547_2_1189
48,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_033202_68_928
25,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_030711_141_956
116,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_041023_1_849
105,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_031358_141_950
127,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_008963_23_1531
245,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_006675_3_1478
106,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_010110_420_1466
2624,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_002554_319_2070
111,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_033021_121_930
2217,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_005887_174_1802
75,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_030490_1_957
1219,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_009486_1_1353
182,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_010885_2_1426
765,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_004097_185_1975
636,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_004433_86_1969
38,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_026359_62_1018
240,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_005217_139_1887
128,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_018851_110_1159
193,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_005706_28_1719
62,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_037201_29_883
466,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_005103_42_1901
709,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_004404_427_2004
321,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_004899_36_1793
43,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_032090_1_915
46,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_040602_132_851
310,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_017828_1_1167
120,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_011050_15_1418
217,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_004741_107_1951
1049,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_004818_5_1915
191,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_003708_223_2019
28,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_092508_2_586
61,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_013001_2_1084
499,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_003505_171_2033
221,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_004471_106_1797
66,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_069377_1_681
178,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_002714_405_2369
1965,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_003700_399_2135
117,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_005449_134_1855
115,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_028451_1_960
71,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_029996_2_895
80,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_003537_254_2116
392,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_005774_2_1699
688,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_015596_2_1243
210,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_005256_111_1838
199,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_008749_2_1441
120,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_009273_4_1515
107,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035569&data_type=assembled&gene_oid=Ga0374529_012089_11_1351
188,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035570&data_type=assembled&gene_oid=Ga0374530_001585_83_1900
28,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035570&data_type=assembled&gene_oid=Ga0374530_014406_41_721
34,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035570&data_type=assembled&gene_oid=Ga0374530_006326_2_1045
182,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035594&data_type=assembled&gene_oid=Ga0374550_002286_59_1417
72,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035594&data_type=assembled&gene_oid=Ga0374550_007212_1_948
17,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035594&data_type=assembled&gene_oid=Ga0374550_010422_35_817
122,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035594&data_type=assembled&gene_oid=Ga0374550_002185_300_1439
21,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035594&data_type=assembled&gene_oid=Ga0374550_019031_21_641
306,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035594&data_type=assembled&gene_oid=Ga0374550_110852_3_308
318,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035594&data_type=assembled&gene_oid=Ga0374550_103893_2_319
225,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035594&data_type=assembled&gene_oid=Ga0374550_024800_354_578
26,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035594&data_type=assembled&gene_oid=Ga0374550_015311_18_701
5711,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300052334&data_type=assembled&gene_oid=Ga0504731_01831_1_1332
360,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300052334&data_type=assembled&gene_oid=Ga0504731_08233_3_362
24,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_053420_2_700
117,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_020864_2_1054
115,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_033597_2_859
139,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_024500_19_987
564,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_071107_1_564
450,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_003958_201_1964
54,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_025413_47_973
162,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_004359_1_1785
81,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_008700_3_1493
53,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_027559_3_896
23,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_034677_151_849
255,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_186927_145_399
246,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_004048_21_1751
75,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_021684_441_1040
92,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_035013_2_844
68,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_026494_1_954
60,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_029189_3_812
59,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_013910_1_1245
79,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_006834_3_1652
52,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_027401_3_905
15,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_097656_3_533
395,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_011934_22_1317
36,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_049307_2_727
91,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_029817_2_874
306,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_047172_99_404
121,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_022925_71_1015
149,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_012277_42_1301
88,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_022763_1_1020
51,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_045790_96_752
34,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_030861_20_892
26,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_052316_1_708
58,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_012749_85_1287
58,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037763&data_type=assembled&gene_oid=Ga0401321_016063_19_1173
340,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_003617_108_1871
95,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_024087_3_908
233,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_003145_73_1998
124,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_005501_1_1620
46,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_036281_3_761
152,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_006441_1_1527
195,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_012979_73_1167
39,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_014785_218_1108
44,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_026387_2_748
141,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_020823_2_967
76,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_005244_33_1655
92,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_007691_3_1427
111,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_005421_33_1631
175,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_008510_1_1374
95,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_010140_41_1288
146,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300035578&data_type=assembled&gene_oid=Ga0374538_006967_143_1480
34,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037766&data_type=assembled&gene_oid=Ga0401325_013701_1_933
176,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037766&data_type=assembled&gene_oid=Ga0401325_002341_2_1900
152,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037766&data_type=assembled&gene_oid=Ga0401325_001955_149_2011
26,https://img.jgi.doe.gov/cgi-bin/mer/main.cgi?section=MetaGeneDetail&page=genePageMainFaa&taxon_oid=3300037766&data_type=assembled&gene_oid=Ga0401325_023249_30_737
